start_time,open,high,low,close
1758643200000 .240580 .243870 .238560 .242540
1758646800000 .242540 .242940 .237540 .238390
1758650400000 .238390 .239480 .236550 .237410
1758654000000 .237410 .239850 .236910 .237810
1758657600000 .237810 .239280 .236210 .239230
1758661200000 .239230 .241380 .238100 .240300
1758664800000 .240300 .240660 .238800 .239240
1758668400000 .239240 .239770 .236530 .236970
1758672000000 .236970 .239790 .236670 .238330
1758675600000 .238330 .240460 .237460 .240150
1758679200000 .240150 .240320 .237000 .238510
1758682800000 .238510 .239010 .233450 .234340
1758686400000 .234340 .237490 .230710 .236110
1758690000000 .236110 .239720 .235930 .238900
1758693600000 .238900 .239390 .237640 .238690
1758697200000 .238690 .239540 .237890 .239490
1758700800000 .239490 .241730 .238840 .240780
1758704400000 .240780 .241970 .240190 .241660
1758708000000 .241660 .242440 .241110 .241930
1758711600000 .241930 .243620 .241550 .242980
1758715200000 .242980 .243600 .242330 .242790
1758718800000 .242790 .245590 .242580 .243350
1758722400000 .243350 .250410 .243250 .248570
1758726000000 .248570 .249100 .245020 .245390
1758729600000 .245390 .246300 .244260 .244580
1758733200000 .244580 .246350 .244440 .245270
1758736800000 .245270 .245400 .243510 .244360
1758740400000 .244360 .244790 .242080 .243400
1758744000000 .243400 .243860 .241730 .243220
1758747600000 .243220 .243870 .240480 .241070
1758751200000 .241070 .242300 .240660 .240880
1758754800000 .240880 .241650 .240170 .240960
1758758400000 .240960 .241850 .238490 .239360
1758762000000 .239360 .240130 .236790 .237390
1758765600000 .237390 .240240 .236040 .238900
1758769200000 .238900 .238930 .233660 .235960
1758772800000 .235960 .236480 .231530 .233230
1758776400000 .233230 .235700 .232130 .234760
1758780000000 .234760 .234870 .232860 .233240
1758783600000 .233240 .234620 .232840 .233150
1758787200000 .233150 .234780 .232340 .233130
1758790800000 .233130 .234620 .231800 .232040
1758794400000 .232040 .233830 .231280 .231470
1758798000000 .231470 .232340 .230020 .231120
1758801600000 .231120 .232090 .225300 .229430
1758805200000 .229430 .232410 .227780 .231120
1758808800000 .231120 .234690 .230940 .231740
1758812400000 .231740 .232030 .229640 .230990
1758816000000 .230990 .231700 .226510 .227100
1758819600000 .227100 .227240 .220280 .221270
1758823200000 .221270 .227650 .220530 .227500
1758826800000 .227500 .229130 .225650 .226340
1758830400000 .226340 .226730 .223690 .224270
1758834000000 .224270 .226170 .222820 .224820
1758837600000 .224820 .226390 .222860 .223790
1758841200000 .223790 .225200 .220640 .222800
1758844800000 .222800 .226480 .222520 .225900
1758848400000 .225900 .227680 .225030 .226290
1758852000000 .226290 .227630 .225120 .225950
1758855600000 .225950 .227300 .225020 .227090
1758859200000 .227090 .227650 .225570 .226270
1758862800000 .226270 .227870 .225330 .225870
1758866400000 .225870 .227970 .224590 .226490
1758870000000 .226490 .227600 .224680 .226970
1758873600000 .226970 .227880 .226190 .226380
1758877200000 .226380 .226960 .224220 .225310
1758880800000 .225310 .225450 .221990 .222790
1758884400000 .222790 .225340 .221250 .224410
1758888000000 .224410 .227980 .221560 .226350
1758891600000 .226350 .227950 .224130 .227330
1758895200000 .227330 .227750 .224120 .225170
1758898800000 .225170 .227860 .224950 .227160
1758902400000 .227160 .229930 .226980 .229350
1758906000000 .229350 .231870 .228500 .231450
1758909600000 .231450 .233200 .231120 .232330
1758913200000 .232330 .232540 .229690 .230800
1758916800000 .230800 .231570 .230060 .230420
1758920400000 .230420 .231500 .229770 .231010
1758924000000 .231010 .232310 .230710 .231340
1758927600000 .231340 .232500 .230780 .232310
1758931200000 .232310 .233110 .231650 .232780
1758934800000 .232780 .233030 .231110 .232130
1758938400000 .232130 .232980 .231680 .232340
1758942000000 .232340 .234240 .232240 .233430
1758945600000 .233430 .233860 .232760 .233200
1758949200000 .233200 .233200 .231740 .232620
1758952800000 .232620 .232690 .230850 .231610
1758956400000 .231610 .231990 .230420 .230980
1758960000000 .230980 .230990 .229180 .229450
1758963600000 .229450 .229950 .228350 .229750
1758967200000 .229750 .230690 .229140 .230080
1758970800000 .230080 .230440 .229730 .229940
1758974400000 .229940 .230790 .229160 .230570
1758978000000 .230570 .230710 .229950 .230310
1758981600000 .230310 .230630 .229050 .229100
1758985200000 .229100 .230260 .227780 .230090
1758988800000 .230090 .230460 .229010 .229280
1758992400000 .229280 .229370 .227620 .228890
1758996000000 .228890 .229310 .228260 .229310
1758999600000 .229310 .229480 .229070 .229210
